scope_id	match_dataset	match_version_year	match_record_type	match_name	match_abbreviation	scope_summary	topic_tags	keywords_zh	keywords_en	article_types	accepts_original_research	submission_mode	scope_context	scope_year	out_of_scope	source_type	source_url	source_accessed_at	evidence	review_status	reviewed_by	reviewed_at	review_notes	secondary_source_urls	target_status
ccf-2026-aaai-main-2026	ccf	2026	conference	AAAI Conference on Artificial Intelligence	AAAI	人工智能广泛领域，包括机器学习、自然语言处理、计算机视觉、知识表示、搜索规划、多智能体、机器人、人机协同、伦理及重要应用。	machine_learning;nlp_speech;computer_vision_pattern;reinforcement_decision	人工智能；机器学习；自然语言处理；计算机视觉；知识表示；推理规划；多智能体；机器人；人机协同；AI伦理	artificial intelligence;machine learning;natural language processing;computer vision;knowledge representation;reasoning planning;multiagent;robotics;human-AI interaction;AI ethics	original_research;applied_research	yes	open	main_track	2026	教育、demo 等附属轨不等于主技术轨；普通应用需有明确 AI 方法或研究贡献。	official_cfp	https://aaai.org/conference/aaai/aaai-26/main-technical-track-call/	2026-08-06	主技术轨明确列出 AI 的主要子领域与交叉应用。	approved	project-curation	2026-08-06	仅采用 Main Technical Track。		active_target
ccf-2026-neurips-main-2026	ccf	2026	conference	Conference on Neural Information Processing Systems	NeurIPS	机器学习及其基础与跨学科应用，包括深度与生成模型、强化学习、优化、概率统计、学习理论、可信 AI、神经科学、视觉语言和 AI for Science。	machine_learning;deep_representation;generative_foundation_models;probabilistic_causal	机器学习；深度学习；生成模型；强化学习；优化；概率方法；学习理论；可信AI；神经科学；多模态；AI科学	machine learning;deep learning;generative model;reinforcement learning;optimization;probabilistic method;learning theory;trustworthy AI;neuroscience;multimodal;AI for science	original_research;dataset_benchmark	yes	open	main_track	2026	仅套用现成模型、缺少方法、分析、数据或重要应用研究贡献的论文不匹配。	official_cfp	https://neurips.cc/Conferences/2026/CallForPapers	2026-08-06	主会覆盖机器学习核心及广泛交叉应用。 官方范围要点：机器学习及其基础与跨学科应用，包括深度与生成模型、强化学习、优化、概率统计、学习理论、可信 AI、神经科学、视觉语言和 AI for Science。	approved	project-curation	2026-08-06	按 NeurIPS main track 整理。		active_target
ccf-2026-acl-main-2026	ccf	2026	conference	Annual Meeting of the Association for Computational Linguistics	ACL	计算语言学与自然语言处理，包括语言模型、机器翻译、信息抽取、对话、生成、语义句法、多语低资源、语音、多模态、检索增强、解释安全和资源评价。	nlp_speech;generative_foundation_models;information_retrieval	自然语言处理；计算语言学；大语言模型；机器翻译；信息抽取；对话；文本生成；语义句法；多语低资源；语音；多模态；检索增强	NLP;computational linguistics;large language model;machine translation;information extraction;dialogue;text generation;semantics syntax;multilingual low-resource;speech;multimodal;retrieval augmented generation	original_research;dataset_benchmark	yes	open	main_track	2026	纯视觉或通用机器学习论文需以语言问题为核心；工业轨、demo 和 workshop 不代表主会范围。	official_cfp	https://2026.aclweb.org/calls/main_conference_papers/	2026-08-06	主会论文征集计算语言学和 NLP 的所有方面。	approved	project-curation	2026-08-06	修正此前误用 Industry Track 来源。		active_target
ccf-2026-cvpr-main-2026	ccf	2026	conference	IEEE/CVF Computer Vision and Pattern Recognition Conference	CVPR	计算机视觉与模式识别，包括检测识别、分割、三维视觉、视频、生成、视觉语言、具身视觉、低层视觉、计算成像、遥感、医学视觉和可信视觉。	computer_vision_pattern;image_video_processing;deep_representation	计算机视觉；模式识别；目标检测；图像分割；三维视觉；视频理解；图像生成；视觉语言；具身视觉；低层视觉；计算成像	computer vision;pattern recognition;object detection;image segmentation;3D vision;video understanding;image generation;vision-language;embodied vision;low-level vision;computational imaging	original_research;dataset_benchmark	yes	open	main_track	2026	没有视觉数据、任务或方法贡献的通用机器学习论文通常不匹配。	official_cfp	https://cvpr.thecvf.com/Conferences/2026/CallForPapers	2026-08-06	主技术项目覆盖计算机视觉与模式识别的各主要方向。	approved	project-curation	2026-08-06	按 CVPR main technical program 整理。		active_target
ccf-2026-iccv-main-2025	ccf	2026	conference	International Conference on Computer Vision	ICCV	计算机视觉理论、方法和应用，包括识别检测、分割、三维与几何、视频、生成、多模态与视觉语言、具身视觉、成像、医疗和可信视觉。	computer_vision_pattern;image_video_processing;deep_representation	计算机视觉；目标识别；目标检测；分割；三维视觉；几何视觉；视频；图像生成；多模态；视觉语言；具身视觉	computer vision;recognition;object detection;segmentation;3D vision;geometric vision;video;image generation;multimodal;vision-language;embodied vision	original_research;dataset_benchmark	yes	open	main_track	2025	无视觉问题或视觉评价的通用机器学习论文通常不匹配。	official_cfp	https://iccv.thecvf.com/Conferences/2025/CallForPapers	2026-08-06	最近一届主会范围覆盖计算机视觉所有主要方向。	approved	project-curation	2026-08-06	ICCV 逢奇数年举办，因此采用 2025 主会 CFP。		active_target
ccf-2026-icml-main-2026	ccf	2026	conference	International Conference on Machine Learning	ICML	机器学习的理论、算法、系统与应用，包括深度学习与生成模型、强化学习、优化、概率方法、因果、可信学习、学习系统和应用驱动研究。	machine_learning;deep_representation;generative_foundation_models;reinforcement_decision;probabilistic_causal	机器学习；深度学习；生成模型；半监督学习；自监督学习；强化学习；优化；概率模型；因果学习；可信机器学习；学习理论；机器学习系统；应用机器学习	machine learning;deep learning;generative model;semi-supervised learning;self-supervised learning;reinforcement learning;optimization;probabilistic model;causal learning;trustworthy machine learning;learning theory;machine learning system;application-driven ML	original_research;dataset_benchmark	yes	open	main_track	2026	仅调用现成模型的领域应用需有重要机器学习研究贡献或严谨的新发现。	official_cfp	https://icml.cc/Conferences/2026/CallForPapers	2026-08-06	主会 topics 明确包含 general machine learning 的半/自监督学习以及 deep learning 中的 generative models。	approved	project-curation	2026-08-06	按 ICML 2026 主会 CFP 补齐生成模型与半/自监督方向。		active_target
ccf-2026-iclr-main-2026	ccf	2026	conference	International Conference on Learning Representations	ICLR	机器学习和表示学习，包括自监督与迁移、生成模型、强化学习、概率与因果、优化、图学习、可信 AI、解释、数据基准及跨领域应用。	deep_representation;machine_learning;generative_foundation_models;reinforcement_decision	表示学习；深度学习；自监督学习；迁移学习；生成模型；强化学习；概率方法；因果推理；优化；图学习；可信AI	representation learning;deep learning;self-supervised learning;transfer learning;generative model;reinforcement learning;probabilistic method;causal reasoning;optimization;graph learning;trustworthy AI	original_research;dataset_benchmark	yes	open	main_track	2026	仅将深度模型用于普通应用、缺少学习方法、分析或重要领域发现的论文不匹配。	official_cfp	https://iclr.cc/Conferences/2026/CallForPapers	2026-08-06	主会从所有机器学习领域征集论文。 官方范围要点：机器学习和表示学习，包括自监督与迁移、生成模型、强化学习、概率与因果、优化、图学习、可信 AI、解释、数据基准及跨领域应用。	approved	project-curation	2026-08-06	替换 TH 2019 历史来源。		active_target
ccf-2026-cscw-main-2026	ccf	2026	conference	ACM Conference On Computer-Supported Cooperative Work And Social Computing	CSCW	计算机支持协同工作与社会计算，包括在线社区、团队协作、众包、社交平台、AI 与协作、组织工作、健康教育场景、伦理政策和社会技术系统。	cscw_social;hci_ux;web_social_networks	协同工作；社会计算；在线社区；团队协作；众包；社交平台；AI协作；组织工作；社会技术系统；伦理政策	computer-supported cooperative work;social computing;online community;team collaboration;crowdsourcing;social platform;AI collaboration;organizational work;socio-technical system;ethics policy	original_research;systems_experience	yes	open	main_track	2026	纯算法或社交网络挖掘若没有人与协作、社会技术系统或 HCI 贡献通常不匹配。	official_cfp	https://cscw.acm.org/2026/papers.html	2026-08-06	论文项目聚焦以人为中心的协作技术与社会计算。	approved	project-curation	2026-08-06	按 PACM HCI CSCW papers 整理。		active_target
ccf-2026-chi-main-2026	ccf	2026	conference	ACM Conference on Human Factors in Computing Systems	CHI	人机交互的设计、技术、理论和实证研究，包括交互技术、用户体验、可用性、无障碍、AI 与人、健康教育、社会技术、定性定量方法和设计研究。	hci_ux;interaction_techniques;accessibility	人机交互；用户体验；交互设计；可用性；无障碍；人本AI；健康技术；教育技术；社会技术；设计研究；用户研究	human-computer interaction;user experience;interaction design;usability;accessibility;human-centered AI;health technology;education technology;socio-technical;design research;user study	original_research;systems_experience	yes	open	main_track	2026	纯算法性能改进若没有人、交互、设计或使用情境方面贡献通常不匹配。	official_cfp	https://chi2026.acm.org/authors/papers/	2026-08-06	主会论文覆盖 HCI 的技术、设计和人因研究。	approved	project-curation	2026-08-06	仅采用 Papers 主轨范围。		active_target
ccf-2026-ubicomp-main-2026	ccf	2026	conference	ACM international joint conference on Pervasive and Ubiquitous Computing	UbiComp	普适与泛在计算，包括移动与可穿戴、传感、情境感知、物联网、边缘智能、人本 AI、健康行为、隐私和在真实环境部署的交互系统。	ubiquitous_mobile_wearable;iot_sensor;hci_ux	普适计算；泛在计算；移动计算；可穿戴；传感；情境感知；物联网；边缘智能；数字健康；隐私；真实部署	ubiquitous computing;pervasive computing;mobile computing;wearable;sensing;context awareness;Internet of Things;edge intelligence;digital health;privacy;in-the-wild deployment	original_research;systems_experience	yes	open	journal_first	2026	纯无线通信或传感算法若没有普适计算场景、系统与用户价值通常不匹配。	official_cfp	https://www.ubicomp.org/ubicomp-iswc-2026/authors/submit/	2026-08-06	论文先投 IMWUT，录用后在 UbiComp 主会展示。	approved	project-curation	2026-08-06	按 UbiComp/IMWUT journal-first 投稿入口整理。		active_target
ccf-2026-uist-main-2026	ccf	2026	conference	ACM Symposium on User Interface Software and Technology	UIST	用户界面软件与交互技术，包括新型输入输出、触觉、AR/VR、交互工具、界面编程、可视交互、可访问性和交互系统实现。	interaction_techniques;hci_ux;vr_ar	用户界面；交互技术；输入输出；触觉；AR/VR；界面工具；界面编程；可视交互；无障碍；交互系统	user interface;interaction technique;input output;haptics;AR VR;interface toolkit;interface programming;visual interaction;accessibility;interactive system	original_research;systems_experience	yes	open	main_track	2026	一般用户研究若没有新的界面技术、软件工具或交互系统贡献通常不匹配。	official_cfp	https://uist.acm.org/2026/cfp/	2026-08-06	主会聚焦用户界面软件与技术的原创工作。 官方范围要点：用户界面软件与交互技术，包括新型输入输出、触觉、AR/VR、交互工具、界面编程、可视交互、可访问性和交互系统实现。	approved	project-curation	2026-08-06	按 UIST papers 主轨整理。		active_target
ccf-2026-www-main-2026	ccf	2026	conference	The Web Conference （原 International World Wide Web Conference）	WWW	Web 的计算、社会和经济研究，包括 Web 搜索推荐、图与知识、社交网络、内容与用户建模、Web 系统、安全隐私、公平治理和计算社会科学。	web_search_recommendation;web_social_networks;graph_knowledge_data	Web；搜索推荐；知识图谱；社交网络；用户建模；内容分析；Web系统；Web安全；隐私公平；计算社会科学	Web;search recommendation;knowledge graph;social network;user modeling;content analysis;Web system;Web security;privacy fairness;computational social science	original_research;dataset_benchmark;systems_experience	yes	open	main_track	2026	短文、资源等附属轨不能替代 research tracks；通用 AI 工作需以 Web 问题或生态为核心。	official_cfp	https://www2026.thewebconf.org/calls/research-tracks.html	2026-08-06	研究轨从计算、社会与经济视角研究 Web。	approved	project-curation	2026-08-06	修正此前误用 Short Papers 来源。		active_target
ccf-2026-rtss-main-2026	ccf	2026	conference	IEEE Real-Time Systems Symposium	RTSS	实时系统理论、设计、实现和评价，包括调度与时序分析、实时操作系统与网络、嵌入式和信息物理系统、验证、安全、边缘及实时 AI。	embedded_realtime_cps;resource_allocation_scheduling;formal_methods_verification	实时系统；实时调度；截止期；时序分析；实时操作系统；实时网络；嵌入式系统；信息物理系统；形式化验证；实时AI	real-time system;real-time scheduling;deadline;timing analysis;real-time operating system;real-time network;embedded system;cyber-physical system;formal verification;real-time AI	original_research;systems_experience	yes	open	main_track	2026	仅在优化模型中出现 deadline/截止期、但没有实时系统语义、可调度性或时序保证的论文不匹配。负向关键词：仅截止期；deadline only。	official_cfp	https://2026.rtss.org/cfp/	2026-08-06	主会聚焦实时系统的理论与实践。 官方范围要点：实时系统理论、设计、实现和评价，包括调度与时序分析、实时操作系统与网络、嵌入式和信息物理系统、验证、安全、边缘及实时 AI。	approved	project-curation	2026-08-06	明确限制仅关键词 deadline 导致的误召回。		active_target
cas-2025-acm-csur-scope-2026	cas	2025	journal	ACM COMPUTING SURVEYS		计算机科学各领域的高质量综述、教程和系统性回顾，强调对成熟或快速发展主题的综合、分类、比较与研究议程。	general_computing;survey_review	计算机综述；系统性综述；调查；教程；文献分类；研究趋势；研究议程	computing survey;systematic review;tutorial;literature taxonomy;research trend;research agenda	survey_review	no	open	venue	2026	不接收以单项原创算法、系统或实验结果为主体的常规研究论文。	official_scope	https://dl.acm.org/journal/csur/about	2026-08-06	期刊定位是计算机领域的综述与教程文章。 官方范围要点：计算机科学各领域的高质量综述、教程和系统性回顾，强调对成熟或快速发展主题的综合、分类、比较与研究议程。	approved	project-curation	2026-08-06	文章类型是硬约束，原创实验论文不得因等级高而优先推荐。		active_target
cas-2025-tochi-scope-2026	cas	2025	journal	ACM Transactions on Computer-Human Interaction		人机交互的理论、设计和实证研究，包括交互技术、界面、用户体验、可用性、无障碍、社会技术系统、人本 AI 和用户研究方法。	hci_ux;interaction_techniques;accessibility	人机交互；交互技术；用户界面；用户体验；可用性；无障碍；人本AI；社会技术系统；用户研究	human-computer interaction;interaction technique;user interface;user experience;usability;accessibility;human-centered AI;socio-technical system;user study	original_research;theory_methods	yes	open	venue	2026	纯算法或系统性能论文若没有人与交互方面的研究问题和评价不匹配。	official_scope	https://dl.acm.org/journal/tochi/about	2026-08-06	期刊覆盖人使用计算技术的设计、实现与评价。	approved	project-curation	2026-08-06	可复用于 TH-CPL A 的同刊记录。		active_target
cas-2025-tog-scope-2026	cas	2025	journal	ACM TRANSACTIONS ON GRAPHICS		计算机图形学研究，包括渲染、几何、建模、动画、仿真、成像、数字制造、可视计算和相关交互技术。	graphics_rendering_geometry;image_video_processing	计算机图形学；渲染；几何处理；建模；动画；物理仿真；计算成像；数字制造；可视计算	computer graphics;rendering;geometry processing;modeling;animation;physical simulation;computational imaging;digital fabrication;visual computing	original_research;theory_methods	yes	open	venue	2026	纯视觉识别或图像分类工作若没有图形学、成像或几何贡献通常不匹配。	official_scope	https://dl.acm.org/journal/tog/about	2026-08-06	期刊发表计算机图形学领域的研究。 官方范围要点：计算机图形学研究，包括渲染、几何、建模、动画、仿真、成像、数字制造、可视计算和相关交互技术。	approved	project-curation	2026-08-06	可复用于 TH-CPL A 的同刊记录。		active_target
cas-2025-tosem-scope-2026	cas	2025	journal	ACM TRANSACTIONS ON SOFTWARE ENGINEERING AND METHODOLOGY		软件工程方法、理论和实证研究，包括需求、架构、设计、开发、测试、维护演化、程序分析、开发工具、AI for SE 和人因。	software_engineering;testing_analysis	软件工程；需求；软件架构；设计方法；软件测试；维护演化；程序分析；开发工具；AI辅助软件工程；实证研究	software engineering;requirements;software architecture;design method;software testing;maintenance evolution;program analysis;developer tool;AI for software engineering;empirical study	original_research;theory_methods;systems_experience	yes	open	venue	2026	纯 AI 或算法工作需解决明确的软件工程问题并在软件工件或开发过程上评价。	official_scope	https://dl.acm.org/journal/tosem/about	2026-08-06	ACM 官方 TOSEM scope 覆盖软件工程理论、方法、工具、过程、实证评估、软件质量、测试与维护等研究。	approved	project-curation	2026-08-06	可复用于 TH-CPL A 的同刊记录。		active_target
cas-2025-eswa-scope-2026	cas	2025	journal	EXPERT SYSTEMS WITH APPLICATIONS		智能系统和 AI 方法在实际问题中的开发与应用，包括知识系统、机器学习、决策支持、数据挖掘、优化和跨行业应用，强调方法与应用价值。	machine_learning;knowledge_systems;industry_application	专家系统；智能系统；机器学习；知识系统；决策支持；数据挖掘；智能优化；工业应用；医疗金融应用	expert system;intelligent system;machine learning;knowledge-based system;decision support;data mining;intelligent optimization;industry application;healthcare finance application	original_research;applied_research	yes	open	venue	2026	缺乏 AI/智能系统方法贡献，或仅进行普通统计分析的领域论文通常不匹配。	publisher_scope	https://www.sciencedirect.com/journal/expert-systems-with-applications/about/aims-and-scope	2026-08-06	期刊强调专家与智能系统的设计、开发、测试和应用。	approved	project-curation	2026-08-06	中科院 1 区现代 AI 应用重点刊。		active_target
cas-2025-jsac-scope-2026	cas	2025	journal	IEEE JOURNAL ON SELECTED AREAS IN COMMUNICATIONS		通信与网络领域的专题研究，每期围绕一个当前技术主题组织，覆盖无线、有线、光网络、网络系统、资源管理、安全和新兴通信技术。	network_arch_protocols;wireless_mobile;physical_layer_communications	通信网络；专题专刊；无线通信；有线网络；光通信；网络系统；资源管理；网络安全；新兴通信	communications networking;special issue;wireless communication;wired network;optical communication;networked system;resource management;network security;emerging communication	original_research	yes	cfp_only	venue	2026	不接受无对应开放专题征稿的自由投稿；具体论文必须匹配当期 special issue CFP。	official_scope	https://www.comsoc.org/publications/journals/ieee-journal-selected-areas-communications	2026-08-06	每期专注一个通信技术主题，整体覆盖通信与网络全领域。	approved	project-curation	2026-08-06	投稿方式是硬约束；可复用于 TH-CPL A 的同刊记录。		active_target
cas-2025-tap-scope-2026	cas	2025	journal	IEEE TRANSACTIONS ON ANTENNAS AND PROPAGATION		天线、电磁波传播及相关理论、设计、测量和应用，包括阵列、波束形成、电磁散射、计算电磁学、传播建模和天线系统。	physical_layer_communications;beamforming_mimo	天线；电磁传播；天线阵列；波束形成；电磁散射；计算电磁学；传播信道；天线测量；MIMO天线	antenna;electromagnetic propagation;antenna array;beamforming;electromagnetic scattering;computational electromagnetics;propagation channel;antenna measurement;MIMO antenna	original_research;theory_methods	yes	open	venue	2026	仅做网络资源调度或通信优化、没有天线或电磁传播贡献的论文不匹配。负向关键词：网络资源调度；network resource scheduling；通用通信优化。	official_scope	https://ieeeaps.org/publications/ieee-transactions-on-antennas-and-propagation	2026-08-06	期刊核心是天线及电磁波传播的理论与技术。	approved	project-curation	2026-08-06	为波束成形查询保留贡献层级边界。		active_target
cas-2025-tip-scope-2026	cas	2025	journal	IEEE TRANSACTIONS ON IMAGE PROCESSING		图像与视频处理的理论、算法和系统，包括恢复增强、压缩、分割识别、计算成像、学习方法、质量评价和成像应用。	image_video_processing;computer_vision_pattern	图像处理；视频处理；图像恢复；图像增强；压缩；分割；识别；计算成像；图像质量；深度学习	image processing;video processing;image restoration;image enhancement;compression;segmentation;recognition;computational imaging;image quality;deep learning	original_research;theory_methods	yes	open	venue	2026	纯高层视觉应用若缺少图像或视频处理方法贡献可能更适合视觉应用期刊。	official_scope	https://signalprocessingsociety.org/publications-resources/ieee-transactions-image-processing	2026-08-06	期刊聚焦图像形成、处理和分析的理论与技术。	approved	project-curation	2026-08-06	可复用于 TH-CPL A 的同刊记录。		active_target
cas-2025-tifs-scope-2026	cas	2025	journal	IEEE Transactions on Information Forensics and Security		信息取证与安全，包括多媒体取证、生物识别、隐私、认证、数字水印、对抗攻击、恶意内容检测、信号与数据安全和可信 AI。	forensics_trust;system_security;privacy_anonymity	信息取证；多媒体取证；数字取证；生物识别；隐私；认证；数字水印；对抗攻击；深度伪造检测；可信AI	information forensics;multimedia forensics;digital forensics;biometrics;privacy;authentication;digital watermarking;adversarial attack;deepfake detection;trustworthy AI	original_research;theory_methods	yes	open	venue	2026	一般网络安全系统若没有信息取证、信号数据安全或相关信任问题贡献需谨慎匹配。	official_scope	https://signalprocessingsociety.org/publications-resources/ieee-transactions-information-forensics-and-security	2026-08-06	期刊覆盖信息取证、安全与隐私的理论和应用。	approved	project-curation	2026-08-06	可复用于 TH-CPL A 的同刊记录。		active_target
cas-2025-tkde-scope-2026	cas	2025	journal	IEEE TRANSACTIONS ON KNOWLEDGE AND DATA ENGINEERING		知识与数据工程，包括数据管理、数据挖掘、知识发现、知识图谱、机器学习、数据库系统、流图时空数据、推荐和大规模数据系统。	data_management;data_mining;graph_knowledge_data	数据工程；知识工程；数据管理；数据挖掘；知识发现；知识图谱；数据库；流数据；图数据；推荐系统	data engineering;knowledge engineering;data management;data mining;knowledge discovery;knowledge graph;database;stream data;graph data;recommender system	original_research;systems_experience	yes	open	venue	2026	通用机器学习论文需体现知识或数据工程问题、数据管理价值或大规模实证。	official_scope	https://www.computer.org/csdl/journal/tk/about/107383	2026-08-06	期刊覆盖知识和数据工程的理论、系统及应用。	approved	project-curation	2026-08-06	可复用于 TH-CPL A 的同刊记录。		active_target
cas-2025-tmc-scope-2026	cas	2025	journal	IEEE TRANSACTIONS ON MOBILE COMPUTING		移动与普适计算系统，包括移动网络、边缘计算、无线系统、移动云、物联网、感知定位、移动安全、能效和移动应用系统。	wireless_mobile;edge_networking;ubiquitous_mobile_wearable	移动计算；移动网络；无线系统；移动边缘计算；移动云；物联网；感知定位；移动安全；能效；移动应用	mobile computing;mobile network;wireless system;mobile edge computing;mobile cloud;Internet of Things;sensing localization;mobile security;energy efficiency;mobile application	original_research;systems_experience	yes	open	venue	2026	纯通信物理层或没有移动计算系统贡献的通用网络算法需谨慎匹配。	official_scope	https://www.computer.org/csdl/journal/tm/about/107380	2026-08-06	期刊面向移动计算的技术与系统研究。 官方范围要点：移动与普适计算系统，包括移动网络、边缘计算、无线系统、移动云、物联网、感知定位、移动安全、能效和移动应用系统。	approved	project-curation	2026-08-06	可复用于 TH-CPL A 的同刊记录。		active_target
cas-2025-tmm-scope-2026	cas	2025	journal	IEEE TRANSACTIONS ON MULTIMEDIA		多媒体技术和系统，包括图像视频音频、多模态学习、内容分析生成、检索推荐、压缩传输、质量体验、交互和多媒体应用。	multimedia;image_video_processing;generative_foundation_models	多媒体；图像视频；音频；多模态学习；内容分析；媒体生成；多媒体检索；推荐；压缩传输；体验质量	multimedia;image video;audio;multimodal learning;content analysis;media generation;multimedia retrieval;recommendation;compression delivery;quality of experience	original_research;systems_experience	yes	open	venue	2026	单一模态算法若与多媒体系统、内容或体验缺少实质联系需谨慎匹配。	official_scope	https://signalprocessingsociety.org/publications-resources/ieee-transactions-multimedia	2026-08-06	期刊覆盖多媒体技术、系统和应用。 官方范围要点：多媒体技术和系统，包括图像视频音频、多模态学习、内容分析生成、检索推荐、压缩传输、质量体验、交互和多媒体应用。	approved	project-curation	2026-08-06	可复用于 TH-CPL A 的同刊记录。		active_target
cas-2025-tnnls-scope-2026	cas	2025	journal	IEEE Transactions on Neural Networks and Learning Systems		神经网络与相关学习系统的理论、设计和应用，包括深度学习、表示学习、强化学习、优化、神经动力学、可信学习和跨领域智能系统。	machine_learning;deep_representation;reinforcement_decision	神经网络；学习系统；深度学习；表示学习；强化学习；优化；神经动力学；可信学习；智能系统	neural network;learning system;deep learning;representation learning;reinforcement learning;optimization;neural dynamics;trustworthy learning;intelligent system	original_research;theory_methods	yes	open	venue	2026	普通应用论文需有神经网络或学习系统方面清晰的方法与分析贡献。	official_scope	https://cis.ieee.org/publications/t-neural-networks-and-learning-systems	2026-08-06	期刊发表神经网络与学习系统理论、设计和应用论文。	approved	project-curation	2026-08-06	中科院 1 区现代机器学习重点刊。		active_target
cas-2025-tpami-scope-2026	cas	2025	journal	IEEE TRANSACTIONS ON PATTERN ANALYSIS AND MACHINE INTELLIGENCE		计算机视觉、模式分析与识别、机器智能和相关学习方法，包括图像视频、三维、多模态、感知、表示学习和视觉系统。	computer_vision_pattern;machine_learning;image_video_processing	模式识别；计算机视觉；机器智能；图像视频；三维视觉；多模态；感知；表示学习；视觉系统	pattern recognition;computer vision;machine intelligence;image video;3D vision;multimodal;perception;representation learning;vision system	original_research;theory_methods	yes	open	venue	2026	通用机器学习论文若缺少模式分析、视觉或机器智能方面的核心关联需谨慎匹配。	official_scope	https://www.computer.org/csdl/journal/tp/about/107386	2026-08-06	期刊覆盖模式分析、机器智能与计算机视觉。	approved	project-curation	2026-08-06	可复用于 TH-CPL A，需处理其缩写式刊名别名。		active_target
cas-2025-tro-scope-2026	cas	2025	journal	IEEE Transactions on Robotics		机器人学基础与系统研究，包括感知、规划、控制、学习、操作、移动机器人、多机器人、人机协作、软体机器人和真实系统实验。	robotics_autonomy;reinforcement_decision	机器人学；机器人感知；运动规划；机器人控制；机器人学习；操作抓取；移动机器人；多机器人；人机协作；软体机器人	robotics;robot perception;motion planning;robot control;robot learning;manipulation grasping;mobile robot;multi-robot;human-robot collaboration;soft robotics	original_research;systems_experience	yes	open	venue	2026	纯视觉、控制或机器学习论文需以机器人问题和实体或可信仿真评价为核心。	official_scope	https://www.ieee-ras.org/publications/t-ro	2026-08-06	期刊覆盖机器人科学与工程的理论和实验研究。	approved	project-curation	2026-08-06	可复用于 TH-CPL A 的同刊记录。		active_target
cas-2025-tse-scope-2026	cas	2025	journal	IEEE TRANSACTIONS ON SOFTWARE ENGINEERING		软件工程理论、方法、工具与实证研究，包括需求、架构设计、开发测试、维护演化、程序分析、软件质量、DevOps、人因和 AI for SE。	software_engineering;testing_analysis	软件工程；需求工程；软件架构；软件设计；开发；测试；维护演化；程序分析；软件质量；DevOps；开发者研究	software engineering;requirements engineering;software architecture;software design;development;testing;maintenance evolution;program analysis;software quality;DevOps;developer study	original_research;theory_methods;systems_experience	yes	open	venue	2026	通用算法或 AI 工作需围绕软件工程问题并在代码、项目或开发过程上严格评价。	official_scope	https://www.computer.org/csdl/journal/ts/about/107385	2026-08-06	IEEE Computer Society 官方 TSE scope 覆盖软件工程原理与实践，包括需求、设计、实现、测试、维护、过程、工具和实证研究。	approved	project-curation	2026-08-06	可复用于 TH-CPL A 的同刊记录。		active_target
cas-2025-twc-scope-2026	cas	2025	journal	IEEE TRANSACTIONS ON WIRELESS COMMUNICATIONS		无线通信理论与技术，包括无线信道、调制编码、MIMO 与波束成形、资源分配、多址、蜂窝网络、无线网络优化、实验原型和新兴无线系统。	physical_layer_communications;beamforming_mimo;resource_allocation_scheduling	无线通信；无线信道；调制编码；MIMO；波束成形；资源分配；功率控制；多址接入；蜂窝网络；无线优化	wireless communication;wireless channel;modulation coding;MIMO;beamforming;resource allocation;power control;multiple access;cellular network;wireless optimization	original_research;theory_methods;systems_experience	yes	open	venue	2026	问题必须以无线通信为中心，衰落、干扰等无线信道特性应发挥实质作用。	official_scope	https://www.comsoc.org/publications/journals/ieee-twc/policies-guidelines	2026-08-06	官方范围明确要求论文围绕无线通信问题和无线信道特性。	approved	project-curation	2026-08-06	真实项目“联合波束与资源分配”的首要候选之一。		active_target
cas-2025-information-fusion-scope-2026	cas	2025	journal	Information Fusion		多源、多模态和多层次信息融合的理论、方法与应用，包括传感器融合、数据与决策融合、概率证据方法、深度多模态学习、可信融合和自主系统。	information_fusion;multimodal;probabilistic_causal	信息融合；多源数据；多模态学习；传感器融合；数据融合；决策融合；概率推理；证据理论；可信融合；自主系统	information fusion;multi-source data;multimodal learning;sensor fusion;data fusion;decision fusion;probabilistic reasoning;evidence theory;trustworthy fusion;autonomous system	original_research;theory_methods;applied_research	yes	open	venue	2026	仅有普通分类或预测、没有多源信息融合问题与方法贡献的论文不匹配。	publisher_scope	https://www.sciencedirect.com/journal/information-fusion/about/aims-and-scope	2026-08-06	期刊核心是多源信息与数据融合的理论和应用。	approved	project-curation	2026-08-06	中科院 1 区现代 AI 重点刊。		active_target
cas-2025-nature-computational-science-scope-2026	cas	2025	journal	Nature Computational Science		计算方法与数学模型的开发和跨学科应用，包括算法、科学计算、计算物理化学生物材料、数据科学、AI for Science、量子计算和计算社会科学。	scientific_computing;ai_for_science;general_computing	计算科学；科学计算；数值算法；数学建模；计算物理；计算化学；计算生物；计算材料；AI科学；量子计算	computational science;scientific computing;numerical algorithm;mathematical modeling;computational physics;computational chemistry;computational biology;computational materials;AI for science;quantum computing	original_research;theory_methods	yes	open	venue	2026	常规领域应用需体现可推广的计算方法、软件、模型或重要科学发现，而非仅使用现成工具。	official_scope	https://www.nature.com/natcomputsci/aims	2026-08-06	期刊聚焦计算技术和数学模型的开发与使用。	approved	project-curation	2026-08-06	中科院 1 区 AI for Science 重点刊。		active_target
